ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard
376,27,5,80.0,90892,2.0,3.8,1,527.0,0,0,0,1,1
377,56,35,71.0,95873,2.0,4.2,3,225.0,0,0,0,0,1
378,56,35,44.0,92759,3.0,0.3,3,0.0,0,0,1,1,0
379,40,19,96.0,95787,2.0,4.4,1,0.0,0,0,0,1,1
380,34,14,96.0,95938,3.0,0.9,1,0.0,0,0,0,1,0
381,23,0,60.0,90310,2.0,2.3,1,0.0,0,0,0,0,0
382,65,40,93.0,93035,3.0,4.3,1,0.0,0,0,0,1,0
383,65,41,63.0,92532,1.0,1.6,2,201.0,0,0,0,1,0
384,33,11,40.0,92989,3.0,0.2,2,575.0,1,0,0,0,0
385,24,2,80.0,91859,4.0,3.0,2,224.0,0,0,0,1,0
386,28,7,58.0,93352,1.0,3.5,1,150.0,0,0,0,1,0
387,26,6,55.0,92953,2.0,1.1,2,153.0,0,0,0,1,0
388,60,37,123.0,91116,3.0,1.9,1,0.0,0,0,0,0,0
389,63,40,14.0,91731,3.0,0.2,1,513.0,0,0,0,0,0
390,29,9,25.0,90882,3.0,0.9,3,467.0,0,0,0,0,0
391,56,34,28.0,95061,3.0,1.1,3,0.0,0,0,1,1,0
392,31,10,45.0,94064,3.0,2.2,3,0.0,0,0,1,1,1
393,39,18,47.0,92325,3.0,2.2,3,0.0,0,0,0,1,0
394,49,25,24.0,92374,1.0,1.3,2,304.0,0,0,0,0,0
395,55,32,32.0,90474,4.0,1.6,3,0.0,0,0,0,0,0
396,62,39,34.0,91739,2.0,0.6,1,451.0,0,0,1,0,1
397,25,1,211.0,95546,1.0,7.5,1,0.0,1,0,0,1,0
398,31,6,147.0,90188,2.0,3.1,1,377.0,0,1,0,0,0
399,35,11,44.0,90876,2.0,1.0,1,290.0,0,0,0,0,0
400,36,13,45.0,95076,1.0,2.5,1,0.0,0,0,0,0,1
401,67,42,29.0,93121,4.0,1.2,1,335.0,0,0,0,0,1
402,57,35,19.0,90193,1.0,1.1,2,425.0,0,0,0,1,0
403,37,12,51.0,92938,2.0,1.4,3,0.0,0,0,0,0,0
404,66,42,32.0,94499,2.0,1.1,2,567.0,0,0,0,1,0
405,45,22,52.0,92070,4.0,1.7,1,0.0,0,0,0,1,0
406,45,20,23.0,92291,3.0,0.3,3,0.0,0,0,0,0,1
407,42,19,36.0,93787,4.0,0.6,1,180.0,0,0,0,0,1
408,29,5,59.0,93592,1.0,2.0,1,0.0,0,0,0,0,1
409,65,44,67.0,95417,4.0,0.6,1,347.0,0,0,0,1,1
410,23,0,69.0,91486,4.0,3.9,1,0.0,0,1,0,1,0
411,30,7,26.0,91656,2.0,0.3,1,443.0,0,0,0,1,1
412,33,9,87.0,90932,3.0,1.4,3,201.0,0,1,0,0,0
413,35,13,35.0,93989,1.0,1.6,3,416.0,0,0,0,0,0
414,28,3,77.0,93200,4.0,0.8,2,0.0,0,0,0,0,0
415,23,3,54.0,92081,4.0,2.9,1,0.0,1,0,0,1,0
416,53,33,26.0,94173,2.0,1.2,3,0.0,0,0,0,1,1
417,66,43,46.0,92260,3.0,0.4,2,0.0,0,0,1,0,1
418,28,4,67.0,91172,2.0,2.9,1,0.0,0,0,0,1,1
419,36,12,76.0,93239,1.0,3.0,2,0.0,0,0,0,0,1
420,45,23,51.0,92618,3.0,2.4,2,0.0,0,0,0,1,0
421,64,41,127.0,92432,3.0,6.4,2,0.0,0,0,0,1,0
422,54,31,95.0,92667,4.0,4.2,1,0.0,0,0,0,1,1
423,57,32,47.0,95485,4.0,1.8,2,0.0,0,0,0,0,0
424,49,26,82.0,91295,2.0,1.9,1,0.0,0,1,0,0,1
425,41,19,158.0,91654,4.0,6.8,1,233.0,1,0,0,0,0
426,31,6,160.0,93390,3.0,9.2,1,0.0,1,0,0,0,0
427,61,41,28.0,90280,3.0,1.0,3,91.0,0,0,0,1,0
428,59,34,33.0,90875,3.0,1.4,1,0.0,0,0,1,0,0
429,24,4,124.0,93398,4.0,3.6,1,0.0,1,1,0,0,1
430,55,34,31.0,93058,3.0,1.4,1,0.0,0,0,0,1,1
431,26,2,26.0,93916,1.0,1.6,3,0.0,0,0,0,0,0
432,56,32,42.0,90680,1.0,0.6,2,0.0,0,1,0,1,0
433,60,35,69.0,95123,2.0,1.1,3,201.0,0,0,0,1,0
434,28,4,52.0,92913,3.0,1.8,1,0.0,0,0,0,1,0
435,42,19,38.0,90930,3.0,1.2,1,0.0,0,0,0,0,0
436,28,6,38.0,91869,2.0,1.4,2,216.0,0,0,0,1,0
437,48,28,37.0,91364,3.0,0.3,1,126.0,0,0,0,1,0
438,64,44,34.0,92713,4.0,0.9,3,411.0,0,0,0,0,0
439,26,5,192.0,92816,2.0,7.1,3,0.0,1,0,0,1,0
440,40,20,64.0,92602,2.0,2.4,2,0.0,0,1,0,0,1
441,66,43,89.0,92766,3.0,3.7,3,0.0,0,1,0,0,0
442,36,12,42.0,95447,2.0,1.9,2,0.0,0,0,0,1,0
443,28,3,49.0,95754,4.0,2.0,1,0.0,0,0,0,1,0
444,44,22,37.0,92939,4.0,1.8,2,0.0,0,0,0,0,1
445,45,20,13.0,95778,3.0,0.5,1,0.0,0,0,0,1,1
446,52,27,26.0,94910,2.0,0.9,3,0.0,0,0,0,1,0
447,37,12,20.0,94919,3.0,0.8,1,305.0,0,0,0,0,0
448,66,44,16.0,91353,1.0,0.2,1,0.0,0,0,0,0,1
449,46,25,28.0,92630,2.0,0.6,2,0.0,0,0,0,0,0
450,35,10,113.0,92112,1.0,3.8,1,0.0,0,0,0,1,0
451,66,45,53.0,90578,1.0,2.8,1,0.0,0,0,0,0,1
452,64,42,111.0,90450,1.0,4.7,2,0.0,1,1,1,0,0
453,45,25,68.0,93734,3.0,0.7,1,199.0,0,0,0,0,0
454,24,0,84.0,92524,1.0,3.2,2,0.0,0,0,0,0,1
455,49,26,33.0,94954,3.0,0.6,1,414.0,0,0,0,0,0
456,47,27,73.0,94012,2.0,3.3,1,0.0,0,0,0,1,1
457,29,8,82.0,90511,2.0,4.1,1,211.0,0,0,0,1,0
458,51,28,40.0,95029,4.0,1.5,3,0.0,0,0,0,1,1
459,60,37,74.0,92976,3.0,2.8,3,0.0,0,0,0,1,1
460,27,3,75.0,93395,3.0,1.8,1,399.0,0,0,0,1,1
461,55,34,40.0,95794,3.0,1.2,3,0.0,0,0,1,1,0
462,29,4,29.0,93840,1.0,1.5,2,0.0,0,0,0,0,1
463,56,34,28.0,90133,1.0,1.3,2,0.0,0,0,0,1,1
464,41,17,57.0,91063,3.0,1.9,2,371.0,0,0,0,1,0
465,23,2,65.0,92558,4.0,1.6,2,336.0,0,0,0,1,0
466,66,46,35.0,90223,1.0,0.3,3,0.0,0,0,0,1,0
467,30,10,55.0,91004,1.0,0.7,2,0.0,0,0,0,0,1
468,49,27,75.0,94750,4.0,1.2,2,0.0,0,0,1,1,0
469,31,6,77.0,90856,4.0,2.0,1,263.0,0,0,0,1,0
470,64,44,128.0,91002,1.0,7.3,1,0.0,0,0,1,0,1
471,56,34,110.0,93028,2.0,3.6,2,0.0,0,0,1,1,1
472,59,39,31.0,90547,3.0,0.6,1,378.0,0,0,0,1,1
473,42,17,138.0,91534,1.0,1.5,1,0.0,0,0,0,0,0
474,44,20,41.0,95625,2.0,1.0,1,237.0,0,0,0,1,0
475,51,27,97.0,93788,2.0,4.8,1,0.0,0,1,0,0,0
476,58,34,57.0,95781,3.0,1.5,2,0.0,1,1,0,0,0
477,61,38,44.0,92125,2.0,2.1,2,0.0,0,0,0,0,1
478,23,0,20.0,93697,2.0,1.0,2,0.0,0,0,0,1,0
479,52,32,50.0,91431,2.0,0.6,1,267.0,0,0,0,0,0
480,27,2,23.0,92271,4.0,0.9,2,600.0,0,0,0,0,0
481,35,11,93.0,91047,1.0,5.4,1,174.0,0,0,0,1,0
482,60,36,126.0,94999,1.0,3.4,3,0.0,1,0,0,0,1
483,34,12,35.0,91104,1.0,0.3,2,0.0,0,0,0,1,0
484,58,34,64.0,91228,4.0,3.6,2,198.0,0,0,0,0,0
485,43,21,37.0,92782,4.0,2.0,2,431.0,0,0,0,0,0
486,33,13,39.0,92576,3.0,1.3,3,314.0,0,0,0,1,0
487,38,13,84.0,91883,1.0,3.0,3,0.0,0,1,0,1,0
488,46,25,53.0,92142,4.0,0.9,2,0.0,0,0,0,0,1
489,57,37,142.0,91770,2.0,7.1,2,0.0,0,0,0,1,0
490,50,27,42.0,95476,4.0,1.4,1,0.0,0,1,0,1,0
491,64,43,95.0,93482,2.0,0.7,3,324.0,0,0,0,1,1
492,62,37,58.0,95518,4.0,2.5,1,0.0,0,0,0,0,0
493,56,34,85.0,95920,4.0,4.9,1,0.0,1,0,0,1,0
494,50,30,43.0,93905,1.0,2.2,3,533.0,0,0,0,1,0
495,36,11,53.0,94953,3.0,1.1,3,0.0,0,0,0,0,0
496,41,18,51.0,90664,2.0,0.4,1,365.0,0,0,0,1,0
497,28,7,34.0,95696,2.0,1.9,1,0.0,0,0,0,1,1
498,39,15,79.0,92893,2.0,4.5,1,0.0,0,0,0,1,1
499,64,41,78.0,94280,3.0,2.7,2,0.0,0,1,0,0,0
500,42,22,76.0,91471,2.0,3.1,1,0.0,0,0,0,0,0
501,28,4,127.0,90573,3.0,3.9,3,116.0,0,0,0,1,0
502,52,30,121.0,95309,3.0,3.4,3,0.0,0,0,0,1,0
503,66,42,,92696,4.0,0.5,2,0.0,0,0,0,1,0
504,62,37,67.0,90830,4.0,0.7,2,0.0,0,0,0,0,0
505,35,12,39.0,93950,1.0,0.7,1,0.0,0,0,0,1,0
506,43,19,55.0,90325,4.0,2.8,1,498.0,0,0,0,1,1
507,46,25,39.0,92702,1.0,0.5,3,0.0,0,0,0,0,1
508,34,13,133.0,94226,3.0,2.3,1,0.0,0,0,0,1,0
509,35,13,67.0,94322,2.0,2.4,1,556.0,0,0,0,1,1
510,33,8,48.0,92719,3.0,0.8,1,0.0,0,0,0,1,0
511,67,44,,92219,3.0,1.5,1,0.0,0,0,0,0,1
512,56,34,17.0,95030,4.0,0.6,2,0.0,0,0,0,1,0
513,60,36,18.0,91108,2.0,0.5,2,0.0,0,0,0,0,0
514,59,34,85.0,90447,4.0,3.4,3,0.0,0,0,0,1,0
515,66,41,56.0,90941,2.0,3.1,2,0.0,0,0,0,1,0
516,27,6,63.0,94806,1.0,0.8,3,238.0,0,0,0,0,0
517,62,38,26.0,92819,2.0,1.4,1,0.0,0,0,0,0,0
518,25,2,54.0,90224,3.0,3.0,3,0.0,0,1,0,0,0
519,44,22,164.0,91012,3.0,8.3,2,0.0,0,0,0,0,0
520,49,27,86.0,90168,4.0,3.4,1,0.0,0,1,0,1,0
521,39,19,60.0,94886,1.0,2.3,3,0.0,0,0,0,0,0
522,29,8,43.0,92767,2.0,1.7,1,0.0,0,0,0,1,0
523,31,8,44.0,90408,4.0,1.9,1,0.0,0,0,0,1,0
524,60,35,17.0,91327,2.0,0.1,1,0.0,0,0,0,0,0
525,37,12,63.0,93698,1.0,3.6,1,0.0,0,0,0,0,0
526,36,15,87.0,93562,4.0,3.2,1,135.0,0,0,0,1,1
527,64,40,23.0,94915,2.0,1.1,2,0.0,0,1,0,1,0
528,29,9,38.0,90154,4.0,1.0,3,0.0,0,0,0,0,0
529,64,40,29.0,90416,4.0,0.2,1,0.0,0,0,0,1,0
530,64,42,32.0,90212,4.0,1.1,2,0.0,0,0,0,1,0
531,49,27,56.0,92364,3.0,1.8,1,0.0,0,0,0,1,0
532,30,6,17.0,94362,4.0,0.5,3,0.0,0,0,0,1,0
533,30,8,77.0,93978,4.0,1.8,1,377.0,0,0,0,1,1
534,35,11,83.0,91260,2.0,1.6,1,0.0,0,0,0,0,0
535,48,25,48.0,93943,1.0,1.6,2,0.0,0,0,0,1,0
536,29,4,14.0,93938,2.0,0.4,2,490.0,0,0,0,1,0
537,43,20,32.0,91148,3.0,1.9,3,377.0,0,0,0,0,0
538,28,7,108.0,94499,3.0,1.6,2,0.0,0,0,0,1,1
539,47,23,12.0,92533,1.0,0.3,3,0.0,0,0,0,0,0
540,23,1,45.0,90355,3.0,1.0,1,0.0,0,0,0,0,0
541,54,31,29.0,92343,1.0,1.0,1,175.0,0,0,0,0,1
542,25,5,85.0,94618,3.0,2.8,1,0.0,0,1,0,0,0
543,31,11,38.0,94177,3.0,1.5,1,0.0,0,0,0,0,0
544,30,7,68.0,91610,3.0,3.9,1,0.0,0,0,0,0,1
545,60,39,75.0,94541,2.0,1.6,2,0.0,0,0,0,0,0
546,25,0,150.0,92337,2.0,6.5,1,180.0,0,0,0,1,0
547,42,17,49.0,92761,3.0,0.3,2,0.0,0,0,0,0,1
548,49,25,67.0,90519,3.0,1.3,2,184.0,0,0,0,0,0
549,46,22,24.0,95982,4.0,0.7,2,0.0,0,0,0,1,0
550,53,30,105.0,95031,2.0,0.7,2,443.0,1,1,0,0,0
551,59,39,,91169,2.0,1.4,1,0.0,0,0,0,1,0
552,40,18,40.0,93364,2.0,1.7,1,137.0,0,0,1,1,0
553,60,38,54.0,94682,3.0,2.5,2,0.0,0,0,0,0,0
554,37,12,23.0,93027,1.0,0.8,2,0.0,0,0,0,1,0
555,67,46,62.0,91264,2.0,2.4,1,0.0,0,0,0,1,1
556,45,23,93.0,95811,1.0,2.5,1,55.0,0,0,0,1,0
557,56,34,64.0,91612,3.0,0.5,2,254.0,0,0,0,0,0
558,62,42,23.0,92007,4.0,0.2,2,0.0,0,0,0,1,1
559,58,38,51.0,92229,4.0,2.1,1,0.0,0,0,1,0,1
560,61,39,82.0,95344,2.0,4.9,2,0.0,0,0,0,0,1
561,47,27,19.0,93000,1.0,0.1,3,0.0,0,0,0,0,1
562,24,4,30.0,94318,1.0,1.1,1,0.0,0,0,0,0,0
563,45,23,88.0,95407,1.0,4.1,3,0.0,0,0,0,0,0
564,31,10,63.0,95571,4.0,3.2,1,530.0,0,1,1,1,1
565,63,40,68.0,95138,4.0,2.4,2,0.0,0,0,0,0,0
566,33,13,152.0,95446,3.0,5.9,2,0.0,1,0,0,1,0
567,33,12,71.0,95689,1.0,3.1,1,0.0,0,0,0,1,1
568,34,12,78.0,95946,1.0,4.1,3,0.0,0,0,0,1,0
569,51,26,242.0,93858,4.0,2.8,2,0.0,1,0,0,0,0
570,48,25,49.0,90790,2.0,2.7,3,0.0,0,0,0,1,0
571,65,40,35.0,90679,1.0,0.2,1,0.0,0,1,0,1,0
572,41,19,69.0,94776,1.0,3.5,3,173.0,0,1,0,1,0
573,35,13,70.0,91896,2.0,0.6,3,0.0,0,0,0,1,0
574,25,3,41.0,94826,3.0,0.6,2,0.0,0,0,0,1,1
575,23,0,31.0,95608,4.0,0.2,1,0.0,0,0,0,0,0
576,39,14,194.0,93866,2.0,5.7,2,0.0,1,0,1,1,0
577,64,39,65.0,94585,3.0,1.5,2,398.0,0,0,0,1,1
578,46,22,36.0,91673,1.0,0.5,3,154.0,0,0,0,1,1
579,63,40,90.0,92607,1.0,2.7,2,556.0,0,0,0,1,0
580,27,4,51.0,95790,1.0,1.4,1,0.0,0,0,0,0,0
581,27,2,48.0,94901,,2.3,1,54.0,0,0,0,1,0
582,60,39,74.0,91226,3.0,4.0,2,0.0,0,0,0,1,1
583,27,5,27.0,95617,4.0,1.1,3,0.0,0,1,0,0,0
584,25,0,66.0,92997,1.0,0.8,1,0.0,0,0,0,1,0
585,41,19,156.0,95063,1.0,3.3,3,378.0,0,0,0,1,1
586,64,43,71.0,93128,4.0,3.9,3,0.0,0,0,0,0,0
587,54,31,44.0,93623,1.0,0.4,1,143.0,0,0,0,0,0
588,27,6,41.0,90970,1.0,1.1,1,0.0,0,0,0,0,1
589,60,35,44.0,92031,3.0,2.5,2,244.0,0,0,0,1,1
590,60,35,47.0,94335,3.0,2.7,2,388.0,0,0,0,1,0
591,59,38,44.0,95054,1.0,1.2,1,170.0,0,0,0,1,0
592,63,40,90.0,90533,2.0,3.8,3,0.0,0,1,0,1,0
593,33,8,21.0,90461,,0.6,2,472.0,0,0,0,1,0
594,67,43,88.0,94158,2.0,4.1,3,0.0,0,0,0,0,0
595,37,16,44.0,92682,2.0,0.3,3,0.0,0,0,0,0,0
596,59,36,67.0,95091,1.0,0.9,3,0.0,0,0,0,1,0
597,49,26,29.0,90409,2.0,1.1,2,476.0,0,0,0,1,0
598,58,35,113.0,92096,,2.0,1,408.0,0,0,0,0,0
599,51,31,108.0,90212,3.0,4.5,2,0.0,1,0,1,1,0
600,51,30,93.0,94256,4.0,2.3,1,272.0,0,0,0,1,0
601,50,25,24.0,95147,1.0,1.3,2,0.0,0,0,0,1,0
602,58,37,86.0,90940,1.0,4.3,1,0.0,0,1,0,0,0
603,56,35,68.0,91943,3.0,2.2,2,0.0,0,0,0,0,0
604,29,8,23.0,95075,1.0,1.1,1,449.0,0,0,0,1,1
605,60,39,54.0,90248,3.0,1.1,1,0.0,0,0,0,1,1
606,47,27,67.0,95712,4.0,2.2,1,210.0,0,1,0,0,0
607,37,15,74.0,95321,2.0,1.2,2,0.0,0,0,0,1,0
608,46,21,60.0,90916,3.0,3.1,3,318.0,0,0,0,0,1
609,66,46,64.0,90833,3.0,3.2,1,0.0,0,0,1,1,0
610,61,40,123.0,94151,1.0,6.7,3,0.0,1,0,0,0,1
611,60,40,107.0,90060,4.0,5.7,3,556.0,0,1,0,0,0
612,43,20,11.0,93034,1.0,0.6,1,512.0,0,1,0,0,0
613,58,37,46.0,90395,4.0,0.8,2,534.0,0,0,0,1,0
614,40,16,50.0,93188,3.0,2.8,1,396.0,0,0,0,0,0
615,53,30,21.0,92101,1.0,0.8,1,399.0,0,0,1,1,0
616,51,27,58.0,94238,3.0,1.6,2,0.0,0,0,0,1,1
617,34,11,109.0,95284,1.0,3.9,1,0.0,0,0,0,1,0
618,34,12,30.0,92932,3.0,0.7,3,227.0,0,0,0,0,0
619,25,0,66.0,93850,4.0,1.4,3,0.0,0,0,0,1,0
620,29,7,33.0,93601,4.0,0.6,3,64.0,0,0,0,0,1
621,42,17,38.0,95909,4.0,0.4,2,0.0,0,0,1,1,0
622,44,19,123.0,91385,2.0,4.0,2,518.0,1,0,0,1,0
623,30,7,41.0,91433,3.0,2.2,3,0.0,0,0,0,1,0
624,41,17,70.0,92271,2.0,2.8,1,0.0,0,0,0,0,0
625,50,29,20.0,94420,4.0,0.7,1,388.0,0,0,0,1,1
626,33,9,152.0,95191,2.0,4.3,2,159.0,1,0,0,1,0
627,38,14,76.0,91668,,2.3,1,0.0,0,0,0,1,0
628,39,14,49.0,90659,2.0,0.8,1,0.0,0,0,0,1,1
629,45,24,75.0,93651,3.0,3.8,1,0.0,0,0,0,1,0
630,39,15,25.0,93585,1.0,0.4,2,0.0,0,1,0,1,0
631,56,34,105.0,92248,3.0,4.7,1,0.0,0,0,0,1,0
632,37,16,46.0,91105,1.0,2.2,1,0.0,0,0,0,0,1
633,42,21,49.0,95099,1.0,1.8,1,0.0,0,0,0,1,0
634,40,17,42.0,95079,2.0,2.2,1,0.0,0,0,0,1,0
635,31,10,40.0,94485,2.0,0.8,3,0.0,0,1,0,1,1
636,53,33,80.0,93474,3.0,4.3,1,599.0,0,1,0,1,0
637,33,11,63.0,91568,2.0,2.8,2,0.0,0,0,0,0,0
638,36,13,78.0,92418,1.0,3.8,3,507.0,0,0,0,1,0
639,58,37,54.0,90410,2.0,2.2,1,138.0,0,0,0,1,0
640,65,40,72.0,91498,2.0,3.7,3,0.0,0,0,0,0,0
641,53,29,43.0,92702,3.0,2.6,2,174.0,0,1,0,1,1
642,64,41,186.0,92621,3.0,5.2,2,282.0,1,0,0,0,0
643,61,36,23.0,90482,1.0,1.1,1,357.0,0,0,0,0,1
644,44,22,109.0,95745,3.0,5.0,1,0.0,0,0,0,1,0
645,57,37,116.0,91609,3.0,3.5,3,0.0,1,0,0,1,0
646,37,17,34.0,93055,4.0,1.9,3,201.0,0,0,0,1,0
647,43,18,186.0,92791,3.0,5.0,3,352.0,1,0,0,1,0
648,47,22,94.0,92816,4.0,3.4,3,0.0,0,0,0,1,0
649,66,42,93.0,95070,1.0,1.0,1,0.0,0,0,0,1,0
650,61,41,55.0,94477,3.0,1.0,3,81.0,0,0,0,1,1
651,45,24,48.0,95205,1.0,2.5,2,0.0,0,0,0,1,1
652,52,32,49.0,92274,1.0,1.3,3,0.0,0,0,0,1,0
653,32,12,68.0,91590,4.0,1.8,1,216.0,0,0,0,0,0
654,59,38,118.0,92564,2.0,2.2,1,0.0,0,0,0,0,0
655,47,24,60.0,93368,3.0,1.9,3,0.0,0,0,0,1,1
656,46,26,33.0,92021,3.0,1.6,3,0.0,0,0,0,0,0
657,57,32,86.0,92760,3.0,4.7,2,0.0,0,0,0,1,0
658,51,29,91.0,90905,1.0,0.8,1,0.0,0,1,0,0,0
659,26,5,78.0,93503,1.0,2.9,1,0.0,0,0,0,1,0
660,35,12,82.0,94282,1.0,2.5,3,0.0,0,0,0,0,0
661,30,6,47.0,93162,4.0,1.8,2,0.0,0,0,0,1,0
662,56,35,33.0,95238,1.0,1.0,2,0.0,0,0,0,1,0
663,24,4,34.0,95974,3.0,0.9,2,0.0,0,0,0,0,0
664,32,12,22.0,95433,2.0,0.7,1,0.0,0,0,0,1,0
665,49,24,62.0,90557,1.0,2.3,2,591.0,0,0,0,1,0
666,54,34,52.0,95284,2.0,1.7,2,173.0,0,0,0,0,1
667,45,22,43.0,92002,1.0,1.3,3,0.0,0,0,0,0,0
668,61,39,11.0,92710,1.0,0.5,3,0.0,0,1,0,0,1
669,64,40,27.0,92471,1.0,1.2,3,242.0,0,0,1,0,0
670,28,8,101.0,91704,4.0,2.4,2,0.0,0,1,1,0,1
671,65,40,38.0,95263,3.0,1.9,2,146.0,0,0,0,1,1
672,50,26,67.0,93827,4.0,3.5,2,0.0,0,0,0,0,0
673,51,29,25.0,95801,2.0,0.3,3,0.0,0,0,0,0,1
674,27,6,120.0,95728,1.0,4.4,2,78.0,0,0,0,0,0
675,50,25,50.0,92518,3.0,1.0,2,0.0,0,0,0,1,1
676,55,34,64.0,94362,4.0,2.9,3,277.0,1,0,0,1,0
677,49,27,196.0,93014,3.0,3.6,2,0.0,1,0,0,0,0
678,26,4,126.0,92969,1.0,5.3,3,279.0,1,0,0,1,0
679,46,25,46.0,94437,2.0,0.9,1,0.0,0,0,0,1,1
680,65,43,39.0,94132,4.0,1.3,2,0.0,0,0,0,0,1
681,55,35,46.0,95470,3.0,2.6,2,277.0,0,0,0,1,0
682,29,9,72.0,94635,4.0,1.9,1,467.0,0,0,0,1,1
683,66,45,52.0,93732,3.0,2.8,3,239.0,0,0,0,1,1
684,66,46,44.0,95515,1.0,2.6,2,0.0,0,0,0,1,0
685,30,8,122.0,90614,4.0,6.5,1,0.0,1,0,0,0,0
686,59,34,51.0,94579,4.0,0.7,3,0.0,0,0,0,1,0
687,41,21,193.0,92353,3.0,9.7,3,0.0,1,0,0,1,0
688,49,29,57.0,92599,4.0,0.4,3,0.0,0,0,0,1,0
689,43,23,146.0,94690,1.0,3.9,1,0.0,0,0,1,1,1
690,58,35,66.0,91641,4.0,3.5,3,0.0,0,0,0,1,0
691,67,46,93.0,95301,1.0,4.0,1,0.0,0,0,0,1,0
692,58,36,37.0,92999,4.0,1.3,2,0.0,0,0,0,1,0
693,64,44,34.0,92094,1.0,0.9,1,0.0,0,0,1,1,0
694,65,44,70.0,91969,3.0,3.5,2,0.0,0,0,0,1,0
695,27,5,94.0,92525,4.0,4.1,3,504.0,0,0,1,1,0
696,34,12,56.0,95656,1.0,1.7,2,298.0,0,0,0,1,0
697,55,32,27.0,90615,1.0,1.5,2,0.0,0,0,0,1,0
698,49,25,,93047,4.0,0.5,3,208.0,0,0,0,1,0
699,25,3,25.0,95010,1.0,0.4,2,0.0,0,0,0,1,1
700,27,2,21.0,92832,3.0,0.8,1,0.0,0,0,0,1,0
701,46,23,58.0,93396,4.0,3.4,3,0.0,0,1,1,0,0
702,50,29,101.0,92089,3.0,1.9,2,0.0,0,0,0,1,0
703,30,9,54.0,90817,2.0,1.0,3,464.0,0,0,0,0,0
704,30,9,16.0,93836,2.0,0.2,3,0.0,0,0,0,0,1
705,28,5,49.0,95519,3.0,2.6,3,114.0,0,0,0,1,0
706,48,27,50.0,93120,3.0,0.9,3,0.0,0,0,1,1,1
707,23,0,173.0,92592,3.0,5.7,2,0.0,0,0,0,1,1
708,48,26,24.0,90774,,1.4,1,0.0,0,0,0,1,0
709,44,19,44.0,95668,3.0,0.2,2,0.0,0,0,0,1,0
710,43,19,140.0,95215,3.0,5.0,3,0.0,1,0,0,1,0
711,53,31,70.0,95411,3.0,2.3,2,0.0,0,0,0,0,1
712,46,25,74.0,92154,1.0,3.7,3,0.0,1,0,0,1,0
713,55,31,58.0,93751,3.0,1.4,1,0.0,0,1,0,0,0
714,57,36,65.0,92595,3.0,1.8,1,355.0,0,0,0,0,0
715,64,43,84.0,91407,1.0,1.2,2,354.0,0,0,0,1,0
716,58,33,35.0,91234,4.0,1.6,2,0.0,0,1,0,0,0
717,46,24,88.0,92303,3.0,4.2,1,292.0,0,0,0,0,0
718,45,25,26.0,93320,2.0,0.3,1,0.0,0,0,0,1,0
719,33,11,65.0,90732,3.0,1.7,3,0.0,0,0,0,1,1
720,49,27,60.0,94212,3.0,3.2,2,0.0,0,0,0,1,0
721,29,4,39.0,92746,3.0,0.2,1,215.0,0,0,0,1,0
722,64,40,54.0,95286,2.0,1.2,1,0.0,0,0,0,1,0
723,61,40,39.0,91672,4.0,1.4,2,171.0,0,0,0,1,1
724,28,8,30.0,90309,4.0,0.7,1,0.0,0,0,0,1,0
725,58,35,45.0,91872,1.0,0.9,2,0.0,0,0,0,0,1
726,28,8,30.0,95839,3.0,0.9,3,325.0,0,0,0,1,0
727,55,34,65.0,91931,1.0,1.0,1,80.0,0,0,0,1,1
728,26,6,29.0,94222,2.0,1.0,2,72.0,0,0,0,1,0
729,44,24,81.0,95059,4.0,3.6,1,0.0,0,0,0,0,0
730,52,27,29.0,91705,1.0,1.1,1,0.0,0,0,0,0,0
731,55,35,40.0,93855,2.0,0.4,3,392.0,0,0,0,1,1
732,41,21,39.0,91226,1.0,2.0,2,360.0,0,0,0,0,1
733,64,39,113.0,92173,3.0,1.7,3,0.0,1,0,0,1,0
734,57,36,65.0,91776,2.0,3.1,1,561.0,0,0,0,0,0
735,32,8,49.0,94034,3.0,1.2,1,0.0,0,0,0,1,0
736,53,33,72.0,95254,4.0,3.5,2,0.0,0,0,0,1,0
737,55,35,17.0,91514,3.0,0.3,2,0.0,0,0,0,0,0
738,38,18,53.0,91748,3.0,0.8,3,0.0,0,0,0,0,0
739,56,32,164.0,94925,1.0,5.3,1,0.0,1,0,0,0,0
740,63,40,59.0,92776,1.0,0.4,3,0.0,0,0,0,1,0
741,59,37,57.0,93078,4.0,1.0,3,412.0,0,0,0,0,1
742,57,36,74.0,94234,4.0,3.3,2,98.0,0,0,0,1,0
743,51,31,89.0,90825,3.0,4.5,1,0.0,0,1,0,0,0
744,35,12,18.0,95231,2.0,0.2,2,170.0,0,0,0,0,0
745,58,37,,92191,1.0,1.2,1,0.0,0,0,0,1,0
746,39,16,61.0,93951,4.0,3.0,3,0.0,0,0,0,1,0
747,46,22,37.0,92593,4.0,2.0,2,0.0,0,0,0,1,0
748,37,12,112.0,94518,1.0,4.9,3,374.0,1,1,0,1,0
749,37,15,46.0,93669,3.0,1.9,2,0.0,0,0,0,1,0
750,30,10,19.0,91039,3.0,0.6,2,0.0,0,0,1,1,0
751,66,45,27.0,91127,2.0,1.1,3,595.0,1,0,0,1,0
752,29,4,12.0,95264,4.0,0.7,2,0.0,0,0,0,1,0
